dataset,target_id,method,strict_closed,display_status,reaction_count,source_sha256,selection
PaRoutes120,n5_7796,aotstar,False,open,1,7d7b45527c9ab6ee5c47c33f208dec5b3368c52bb776709731fb10ebe49662da;00a00d2e7b9fcac14443be9f1f0685d5672c82057197a23a8cdd03ec0200b80b;b4c3724b80cc48250d1ce8d2748c73cdfc8a370f5ec4b94c168243b48fa42731,solution in adopted AOT target batch; chemistry checked against frozen evaluation or preserved partial view
PaRoutes120,n5_7805,aotstar,False,open,3,95a5e6bc79019012af0fc1cf170413a1c3a442238e1d3f9b7229e1a7bedc5baf;06f8c1b326f176222bd82b3b6da527b2855a324402f4b238f54a85bcabb20fe9;05efdffd5e1597c82b819675a718acbcf8bec2900a50cf1db79179e30873de4c,solution in adopted AOT target batch; chemistry checked against frozen evaluation or preserved partial view
PaRoutes120,n5_7899,aotstar,True,closed,3,edf4b2beeaff801b2daf4f82b57028adc7132aa5664bb620dc71625863e1aab4;28f08d3d46c49f8d357265efc181cb17b76299c882fd008193e2de5188c7313a;1a042e1e401225d0c6910da4978ff02a34f3f715c0ac48fd1d2e03ef5cb00e31,solution in adopted AOT target batch; chemistry checked against frozen evaluation or preserved partial view
PaRoutes120,n5_7967,aotstar,True,closed,1,03f8baff0f07d616695c84fde4d10151e1c32dc38390092536e33ede0ed9fc16;6b1e80c1d3bfdc78fc62bcda2b2ffa5e66b05b607b612195e8d704ece2702418;1a042e1e401225d0c6910da4978ff02a34f3f715c0ac48fd1d2e03ef5cb00e31,solution in adopted AOT target batch; chemistry checked against frozen evaluation or preserved partial view
PaRoutes120,n5_8105,aotstar,True,closed,2,01fefdbf7c285012b99455f70b25fdae2d6536b750c78aa1e66d5f2603dab57d;ec762b26b77f66efc0adb5e493cd6ea9dbf12c22aceb85621c8ddc48dd231ef8;1a042e1e401225d0c6910da4978ff02a34f3f715c0ac48fd1d2e03ef5cb00e31,solution in adopted AOT target batch; chemistry checked against frozen evaluation or preserved partial view
PaRoutes120,n5_8189,aotstar,True,closed,1,980f1f98e058d4afbd3fe8f23a8cdfe22b14f615aaa197e17a9b40f902fab074;350e788a8d3768835c40614550dc86a397711822492f19d7f6b54a6c05e12fd1;1a042e1e401225d0c6910da4978ff02a34f3f715c0ac48fd1d2e03ef5cb00e31,solution in adopted AOT target batch; chemistry checked against frozen evaluation or preserved partial view
PaRoutes120,n5_8613,aotstar,True,closed,5,ea418f2c1d06487a617d95630c1ff28b5470d01a0ef321dbd3cbe3d7d77f4583;e4dc29074e479e491ef117a49b49a15afdcd06a758f559ddf81215f63c3ee8f1;1a042e1e401225d0c6910da4978ff02a34f3f715c0ac48fd1d2e03ef5cb00e31,solution in adopted AOT target batch; chemistry checked against frozen evaluation or preserved partial view
PaRoutes120,n5_8672,aotstar,True,closed,3,e12b2d9f1f329e197b09cb451ffe84b44e44363ee73cca70f79ee5875b1675dc;c55c1a031793544af49fb438ef832ba51e43edb94f729542b1c37ff8e1d7ac36;1a042e1e401225d0c6910da4978ff02a34f3f715c0ac48fd1d2e03ef5cb00e31,solution in adopted AOT target batch; chemistry checked against frozen evaluation or preserved partial view
PaRoutes120,n5_8918,aotstar,True,closed,1,472b93a5b5954520f9fee61aa34f9faf8a68ba8bd806cb8750fad3330003c08d;b3a9eb958479c8522f1ed2d3e041319b1faf8fd4817b32e136ded25dd23a1bc8;1a042e1e401225d0c6910da4978ff02a34f3f715c0ac48fd1d2e03ef5cb00e31,solution in adopted AOT target batch; chemistry checked against frozen evaluation or preserved partial view
PaRoutes120,n5_9093,aotstar,True,closed,9,c93f8a81e5b50c74aa919f1dc792776aaf06ce31d88fa3dbfda821bb225843d7;d3fa06b22cefb1ff3dec9a965c1d941c5f185757a7ddc7de9451608abf4e4f6d;1a042e1e401225d0c6910da4978ff02a34f3f715c0ac48fd1d2e03ef5cb00e31,solution in adopted AOT target batch; chemistry checked against frozen evaluation or preserved partial view
PaRoutes120,n5_9115,aotstar,True,closed,4,cc0cd86461fe62b0176c689fa60c86b23df9e40815e31fd70a2dc977716daa10;d36b0e96ea242a7879913bce8f89a3e75860550b4b35a49e437f1c089a6402bb;1a042e1e401225d0c6910da4978ff02a34f3f715c0ac48fd1d2e03ef5cb00e31,solution in adopted AOT target batch; chemistry checked against frozen evaluation or preserved partial view
PaRoutes120,n5_9145,aotstar,True,closed,3,e01a43d4f0b30dbac57ab20f7c37aebb29ada1cdaedaa71dad46d4a4984b9af3;3b69f1e01cf68884142f21f80fda0f5b5247a8b30e5a0289390cfe303401c667;1a042e1e401225d0c6910da4978ff02a34f3f715c0ac48fd1d2e03ef5cb00e31,solution in adopted AOT target batch; chemistry checked against frozen evaluation or preserved partial view
PaRoutes120,n5_9281,aotstar,True,closed,3,01db2fa98b05a4ddaf73c137fbf6bb07e4c82c061d6e5a98f24d6996ecd70feb;6de1ffca341419369fe64d9264f922daf6aabef9796a74ceab0fe50ee57df2c0;1a042e1e401225d0c6910da4978ff02a34f3f715c0ac48fd1d2e03ef5cb00e31,solution in adopted AOT target batch; chemistry checked against frozen evaluation or preserved partial view
PaRoutes120,n5_9293,aotstar,True,closed,1,d5beb12aaed10ce4b0637fd75a5b0b9bc89285cce2ff25293107b71590261840;dcd6764d8c2203abd0ac17c17bee17f8654de2a3bb903fc4fe18d2253cc61217;1a042e1e401225d0c6910da4978ff02a34f3f715c0ac48fd1d2e03ef5cb00e31,solution in adopted AOT target batch; chemistry checked against frozen evaluation or preserved partial view
PaRoutes120,n5_9501,aotstar,True,closed,3,ca431fa9a3dccce89ca13444afc150512264059969e7d61a36b5410de7bb830e;d51112f7daedca996943322ccf1bcaeead5a5fb83d996e9f5bf6ec30fdc5a94a;1a042e1e401225d0c6910da4978ff02a34f3f715c0ac48fd1d2e03ef5cb00e31,solution in adopted AOT target batch; chemistry checked against frozen evaluation or preserved partial view
PaRoutes120,n5_9628,aotstar,True,closed,1,1a112ae72cf606b805e728ed5ba6858c04d9fd6e16bd8e72f2a8c4e1e4b2ab43;fed3a3c33e97d69e5c80f3dfaef0cfbe17ed079e88ded9528ecf313fbc05bf02;1a042e1e401225d0c6910da4978ff02a34f3f715c0ac48fd1d2e03ef5cb00e31,solution in adopted AOT target batch; chemistry checked against frozen evaluation or preserved partial view
PaRoutes120,n5_9743,aotstar,True,closed,1,04d723fbb2774a0e3a660b6e5feeda52930012740338455d23c1a222c42909c2;ce3998c599eb71634ef61d7c2802870129fbcbb58ced2bc4c9cf9b914c6be652;1a042e1e401225d0c6910da4978ff02a34f3f715c0ac48fd1d2e03ef5cb00e31,solution in adopted AOT target batch; chemistry checked against frozen evaluation or preserved partial view
PaRoutes120,n5_9869,aotstar,True,closed,1,9a389b1bf11b1a2f23a625f888cdc43dde5a36337bd28ec0f8cd3816bb71ff82;4cc6b2fa72dd1beec7e6176a1a943f15bd2a28c265ad5de14df384c327072a93;1a042e1e401225d0c6910da4978ff02a34f3f715c0ac48fd1d2e03ef5cb00e31,solution in adopted AOT target batch; chemistry checked against frozen evaluation or preserved partial view
PaRoutes120,n5_9998,aotstar,True,closed,3,adb98c09649f9d45e97fa5c56594626c760601a56b7cb3cbf6b3a580ea6d3bbf;af303b2532abaacec07984ae237c06c71eb76f47dfd1fba8e7969c3a958a92fe;1a042e1e401225d0c6910da4978ff02a34f3f715c0ac48fd1d2e03ef5cb00e31,solution in adopted AOT target batch; chemistry checked against frozen evaluation or preserved partial view
PaRoutes120,n1_366,synthelite,True,closed,4,8f0db863b3a51c104cd7878c0cb73c3871df706ed534650c727fcd1810c52689;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n1_566,synthelite,True,closed,4,3e36133f27d40d55025d720b044c12d4d9afa55470beed27896a8fb5bb68bc48;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n1_659,synthelite,True,closed,6,babd7a9e59e1318da43cb4d6e189225e6bfa1713c4daaf0f795c4226442c9228;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n1_849,synthelite,True,closed,5,7f8cb621a1ae11b986b0673e7fb47d9f1c951f6b1772130416b0776e3e2280ba;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n1_883,synthelite,True,closed,5,83dc8520d365e3438a07c95a808bd06676ae2c548a1cabd48cd159832692a9b8;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n1_1020,synthelite,False,open,4,b23a743b026eaef300b9d1140bfe6b29608896a33a18aa6e18069748d184acd8;5c13c0db2d533df3cce1ecf70c606b8f652fae6ec2628a9c3e9f0958b728452e,no adopted strict route; first recorded co-best candidate by original route_index
PaRoutes120,n1_1096,synthelite,True,closed,2,ef29d5886f99517dfca6a2b5feca50f06b573f62488485ce1610e07319025485;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n1_1115,synthelite,True,closed,4,6aacb78d57e417bcd2fc60eada103f1a1b601a52f284b79feec1e070af569fa4;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n1_1276,synthelite,False,open,3,14da27136c341f8367d7aecdbbf12c1dd75ca16b14a0718decbfbda7a9d0fd78;05257e7c3e7716358d29fcdfc9716bd96fc93d15aa0df1a447cec4f65faee797,no adopted strict route; first recorded co-best candidate by original route_index
PaRoutes120,n1_1307,synthelite,True,closed,2,fbc48ad59b0091637792128d04d7e2813cd8b8147deb345619f723c8b0604188;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n1_1391,synthelite,True,closed,4,a7950126891b9ee50753a8572e8c835a1611c661f3e7c2c9c8551d389e5d69de;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n1_2261,synthelite,False,open,5,9f9c378ba853180cd1b35d7b3fe93a5c05eb8ab90d9c999abfe416caae360037;678c9ef62d16815c8faa05c0d8983aa4e2b7a624064a3f5cfa658dd7a704bb61,no adopted strict route; first recorded co-best candidate by original route_index
PaRoutes120,n1_2324,synthelite,False,open,3,08ea0aa756af556123ffb76dc102900661fed839f6173ea3303dca33aa948e56;a00567f3c211df25339ef9d17ba6022858de21f4459e893257a5f6684c21776e,no adopted strict route; first recorded co-best candidate by original route_index
PaRoutes120,n1_2500,synthelite,False,no_route,0,,
PaRoutes120,n1_2664,synthelite,True,closed,3,cae950027c1949fc261e989de20312cbefaa5d6610bedd6df85af10c19e287ea;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n1_2879,synthelite,True,closed,4,ed9687999244c1c360a6e4be805bdca7685a8ce17f88b01db841deb8d474010e;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n1_3447,synthelite,False,open,2,306751e218bc459c7becf4c7c7bba1181a4b96533e7814ce150708ef52251caf;1f106d55d9821f29487ae9f2ab86e574fed081780a532e98d5958ef6c77830b0,no adopted strict route; first recorded co-best candidate by original route_index
PaRoutes120,n1_3899,synthelite,False,no_route,0,,
PaRoutes120,n1_4003,synthelite,False,open,12,d9c20d72afb02f3cfd3e3b133910dd715a7ab069c5188e1a2b5d95c97fae489f;dd94904f23ffba34657652a79eebe067c0cd9da1fa6fba27640e9146009826af,no adopted strict route; first recorded co-best candidate by original route_index
PaRoutes120,n1_4140,synthelite,True,closed,4,aca4d5ae169f836b48d9a93259838063d825496d0281cbd5c269e59b3f2bfa05;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n1_4208,synthelite,False,no_route,0,,
PaRoutes120,n1_4328,synthelite,True,closed,3,201df9c0ca8b2a56db0d821d4249e9fd029b24821f203f0b62fc0113107f546e;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n1_4823,synthelite,True,closed,5,7e3ed20d31784ea67613f9637aec444cb3a8a799ee86c92487b6d7200323f9da;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n1_5245,synthelite,True,closed,3,f649d040b2d2de08a9216ec638479dddcbd7c63e885c38f59d497876ee64fa9e;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n1_5357,synthelite,False,no_route,0,,
PaRoutes120,n1_5654,synthelite,True,closed,4,c6e8d3e611041746a69f85b866be9782c1237ad4c2048d4cea156fa0b43e9b13;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n1_5948,synthelite,True,closed,1,9e8a0bb2e2f0afc78bb3ae7ef81b588033aaa7fb4f84197b3b9849fe2f8da87e;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n1_6102,synthelite,False,open,7,0dfda2c96a27feb33e427817b466b4bdf8d345326935d6931c8bbeca80bd2a67;a43eedc4bcb2f723f5d9158e6bfc70b68d5fac44a820dd5273df5093dcf477ad,no adopted strict route; first recorded co-best candidate by original route_index
PaRoutes120,n1_6381,synthelite,True,closed,10,763ec5793eb4dd0be44705a938dc348ab69e2150652d134df12d37d237e62b42;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n1_6397,synthelite,True,closed,1,e1669c731a58437fb8fa58b2e5f17d07781e38b4545abc8415cbeecf484c3857;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n1_6589,synthelite,True,closed,2,bb6be5fabd3698a0c8d79adc612084991ffadf8a0102750904e775e55771d7d3;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n1_6714,synthelite,True,closed,4,9fd240d175f31e0aa6cf5f3123f8a2f54b9b956135b94cf2e239796d3417e8c6;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n1_6952,synthelite,False,open,4,18f8aabd8dd0f70962d15bc8b66e0fc05e8fea600e0e8fc5f310ac22306c5670;fc2f88b196be4c03bddc3fa4f117a5c19fd3f2572dd099333d145557b3fc5fd2,no adopted strict route; first recorded co-best candidate by original route_index
PaRoutes120,n1_7007,synthelite,True,closed,2,61cb85522ac54f74e80286f2119deea32c40e7501061f758265a8d79efc38218;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n1_7287,synthelite,True,closed,4,b66e725054d8c2e7c72c9eca1c342849c11d89c03e9c2e61606f1b30fbb91ea9;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n1_7500,synthelite,False,no_route,0,,
PaRoutes120,n1_7553,synthelite,True,closed,1,1b8d6266b0153ef80cb3773eb13e48166e08eaa4d9c0c24b190fb671a77696d8;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n1_7678,synthelite,True,closed,5,f3f7345427db460a24641b10fc0a5d2480bbe885d8d0df8046156c92d96b724f;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n1_7943,synthelite,True,closed,5,ef5afa26a58a82a9271526c54cdb06a402e651ace37d6ed8ed057db8b127f1f3;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n1_8105,synthelite,True,closed,2,5f180779d0a7d416374ea20aa95305c6b03a24c47a30c5985cd5bfe1c86ccecb;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n1_8382,synthelite,False,open,8,3861554cbf7d649a8cbbf69733b14401b8953e47c6e7c808c27dbb46883728ff;aa014db4e1253d95b5d5f65e4c3b1e1a2aff39c7c4afc26cf62a6cde3c5c59b4,no adopted strict route; first recorded co-best candidate by original route_index
PaRoutes120,n1_8397,synthelite,False,open,4,e6fd50f3e7a0548a5cfeb36651fce390375f0df95ccaa3493b4f6c73d09f9daa;5a3c1e6384b5dda1e5ac337c6906725684a5439b04e110dd98aff34f4bce976b,no adopted strict route; first recorded co-best candidate by original route_index
PaRoutes120,n1_8498,synthelite,False,no_route,0,,
PaRoutes120,n1_8613,synthelite,True,closed,2,014503041b83d3bbc7d46cb115c1f268c80605b74f619dc6f141e41ace3da51d;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n1_8633,synthelite,True,closed,5,a610fb3876cd75c782e2a3fe97177564dcea783dd951ed342e159c8859f48342;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n1_8654,synthelite,True,closed,2,0c22ca90498e76af0a34c5d9616fcadb9f0eb9da1cf14c493e7c9a33819ae046;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n1_8725,synthelite,True,closed,5,bbcb102a38fd4fbc359d2bae23554d3a0051d50bfd7ea7fc7e202bb44f04cb43;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n1_9128,synthelite,True,closed,2,13c946f529b7a2a40da69496205af0ff328a8a9976404f32f47610f25e90c550;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n1_9743,synthelite,False,open,3,60bec00b9173c874ead436f6544b982fc900fca50dbc41ca490c83319f699ebf;2e3e493aeebb61217cdf12057a72835fca52c3ffeb0b0bdabfc527ad44ff15a0,no adopted strict route; first recorded co-best candidate by original route_index
PaRoutes120,n1_9822,synthelite,True,closed,3,2f1c1ba27f9e552ae02227eaf3bf1a72eb776b159bd8e5fa636d3de56aeb68d9;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n1_9869,synthelite,True,closed,1,d5b111a8d60b16f595918880e8220571a05aa3aa6025b65d4837b2a5b6aeede9;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n5_129,synthelite,False,open,3,6668477910499df6c99371db13d085452a0fae62896c18d061afe9ba67324d89;81569f6a9bd1721b475ed2c5aaa468a81a3f56f61f9597c1e016d39497d0e74a,no adopted strict route; first recorded co-best candidate by original route_index
PaRoutes120,n5_234,synthelite,True,closed,5,b86a2bad51b6950f16d664c0108587e5c8118286001c98f9c9f9362731680f1d;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n5_431,synthelite,False,open,6,319245d4011eb23dff3222716ab13ac07cd1573a374562923b9fcd388c81dff1;7536d01c4d23e70565f586778e1acc9333e2f9f0f32e130ecff2552f281a88b8,no adopted strict route; first recorded co-best candidate by original route_index
PaRoutes120,n5_441,synthelite,True,closed,5,49ecfb665947700f99d5aef26852eb2b34073a2c962b872e5e0f8c62ad3d9f3d;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n5_633,synthelite,True,closed,6,6d54b15c1d946361cf8c661ca550bed45320c0902b965cd1d491ae0319e23ee1;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n5_659,synthelite,False,open,2,2deb7f48e64ad02cbcf9b7ee0a8b2b946244773b3a2dde37d36974d7d3bc87e6;9d794f829915f0a5ef5286696a489897516429a4927b0f75293c59f00da1df86,no adopted strict route; first recorded co-best candidate by original route_index
PaRoutes120,n5_880,synthelite,True,closed,4,614e1a51d5fe50d195d4f9b0e5743f52c7b554ea73d6a3105cbfca9ff49ef67a;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n5_1096,synthelite,True,closed,5,281c99ebc1f51c2cc5c9a1cd1716101f19a34de0e2b924a0164472191c6bfdc6;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n5_1115,synthelite,True,closed,6,f99ac8afa03232f7a3b20c5d2647c82158e17695933ab8f2561a2b1805b15bb0;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n5_1276,synthelite,True,closed,5,55c2233e0d648413e41abcc47c983c7326738e799ecc4d63b6fd288a3c37d7e6;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n5_1298,synthelite,True,closed,8,51ee40c01171d0ad82c4ae5a6d1c26d81b304df8e2ae699e30c4916c61668168;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n5_1391,synthelite,False,open,5,0fda02e024d8c800ae50b3df8397751802f06f77906e57ed7c9c7e39b75ecf01;f94d2c55a6ee08a1630949fa9c11a6163bb5751c8ae84207a09a74ced7e692b0,no adopted strict route; first recorded co-best candidate by original route_index
PaRoutes120,n5_1480,synthelite,True,closed,4,4c43007879b50a2e12422427debd5e4863416517d8b092f99aa8ba80c7e2f927;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n5_1811,synthelite,False,open,8,79ccecf46c52b4b0f2ad7ef5dd89343228b8e0634d5f456c355b69443ee49a3b;5633971ce0990724199f56940bdb59344990ec7eb8ff9a91f02c9282b30c26c6,no adopted strict route; first recorded co-best candidate by original route_index
PaRoutes120,n5_2106,synthelite,True,closed,4,053514f1ffd04187de5511b1b46bb6dc96ff6a653d3b6b3724350c616502394a;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n5_2120,synthelite,True,closed,1,d87711c98fe3f99f4a46b70f620840961dc5327cc880240ce5037de5fe62b08c;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n5_2488,synthelite,True,closed,3,6251c220e5f36b6d3d053e8c3c433d81a3fa99304597df7650953a81a4cf7566;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n5_2779,synthelite,True,closed,13,2fea7ccc61b896a52e229f2dce4b1ceb038d7e29f75d6c8de02dc23493f26da6;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n5_2816,synthelite,True,closed,11,83861afd9a25e3d424735372c901634eaaf265cd766d0d73c4c1f295f7ea1e8e;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n5_2817,synthelite,True,closed,5,307f7acf3f287dc15626793ae9fb16668bb80d873c0ae6c7ab179d5409942dad;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n5_2847,synthelite,False,open,7,69448302f1047b1defb434f30444ece7c9db064d6d4243097fe37a60d0d86260;0c94307fb105eded5547bf625b992dc5350decd72a2b6f1270680e6206aed4f7,no adopted strict route; first recorded co-best candidate by original route_index
PaRoutes120,n5_2879,synthelite,False,open,3,4d63a57cd364b687a5536a8516754a70798f2ab01200edfa507e94d63df7bd51;ec2fa72d12381a9700fb594367c6c5267ff1208f72d10c96c6f146c44b09fe29,no adopted strict route; first recorded co-best candidate by original route_index
PaRoutes120,n5_3042,synthelite,True,closed,9,77e7bd3257707e182e14a9c007deaf2eeb40b57e71f96b6ffeb7c5570267e169;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n5_3622,synthelite,False,open,11,a46dd37575a2d593b47b667c4a35e42cba0e7882973e46196efe89501c61d9df;7b6678e306fc8c95b73ea6607fffea582d4bc45073651e9538bdbd0e7053501c,no adopted strict route; first recorded co-best candidate by original route_index
PaRoutes120,n5_3850,synthelite,False,open,8,d0ae6d457c2b15e54a8bac9d371775aaa23bb2e1b46640b1acb7dc12dc9ab8b6;285820ca07467dc2a3653201fe8906d6b9948adbb12e761c002a8d5d694cb94e,no adopted strict route; first recorded co-best candidate by original route_index
PaRoutes120,n5_3961,synthelite,True,closed,3,d9b51366b37592db3b10c47bc049c14c31708ffa28f43034fe274e097989fac5;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n5_4003,synthelite,True,closed,8,b1c6101fa34c863b09e869b79aa4917b6af9c04b69d0c174e8e2279a045cac98;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n5_4017,synthelite,True,closed,5,dc7124ca03f50e5fb30a383682d7adf8aec38cc42aa49db59fedf8a814f447d9;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n5_4134,synthelite,True,closed,6,37a6dd159da5f9f99e54f8eb543058320298e05b328f381b60c60c5e75749fa2;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n5_4328,synthelite,False,open,5,85faac965d88e0ff6f4cccb8cd4e5fc12b9b53b0ea3f3751dc24624e76243f09;eec5c6c0f4df638f3fb2bc8ee29c524495f60676b66b3ab89a4f6be72f52d009,no adopted strict route; first recorded co-best candidate by original route_index
PaRoutes120,n5_4400,synthelite,True,closed,6,0e7335237633bee364741e102a4fb0859a27aab7c2d07d292fce04fd61d9c41a;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n5_5256,synthelite,True,closed,2,0a94674256019cdcd212cbd6bdfbbf975dc9dddd4a6fd2c6d2dd22c38ef0fc23;e5a71f50f9bd8328293021695505e4f764e8e47a51248c6d00c9e4d2a8349719,paper primary strict route; frozen route_index
PaRoutes120,n5_5306,synthelite,False,open,1,292f464df554a4e758a489c7bef6e46cf39ab9561bc94e7fc4f105b4f229328d;05eb8c5836da5e3e32b6676eb077e79803385cf4c86746b5c96757b04c8ddf3f,no adopted strict route; first recorded co-best candidate by original route_index
